collection,date_text,date_qualifier,date_single,date_range_end,extent_physical,form,form_authority,form_URI,identifier,language,name 1,name_authority 1,name_authority_URI 1,name_role 1,name_role_URI 1,name 2,name_authority 2,name_role 2,name_role_URI 2,relatedItem@type=host_titlePart,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URL 2,project_title,project_url,note,note 2,record_source,repository,rights,shelf_locator,subject_geographic,subject_geographic_coordinates,subject_geographic_authority,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_name_authority,subject_name_URI 2,subject_name 3,subject_name_authority 3,subject_name_URI 3,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,title_initial_article,title_of_work,internet_media_type,digital_origin,item_type,language_of_cataloging,record_origin
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3034,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Cop-- Frank Mazar; Richard LaRoche formerly of Franklin getting out of car,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver greets policeman,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,5/1/1952,,1952-05-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3042,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Grants Pass (Or.),http://id.loc.gov/authorities/names/n81066308,,,Estes Kefauver Image Collection,,"May 1952 – Grants Pass, Ore.Mayor Murrie Nulbank greeting Sen Kefauver",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Oregon,"44.00013N, 120.50139W",http://id.loc.gov/authorities/names/n79021953,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Wig-wearing Estes Kefauver greets mayor of Grants Pass Oregon,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3044,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Ruth Bon Fleur,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver with Ruth Bon Fleur,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,5/15/1952,,1952-05-15,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3046,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Grants Pass (Or.),http://id.loc.gov/authorities/names/n81066308,,,Estes Kefauver Image Collection,,"May 15, 1952 – Grant's Pass, Oregon. Kefauver speaking from courthouse steps with officials from state campaign committee. Cavemen wearing hat of Oregon coonskin given to Sen. at Medford",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Oregon,"44.00013N, 120.50139W",http://id.loc.gov/authorities/names/n79021953,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,"Estes Kefauver with Grant's Pass Cavemen, A Local Booster Group",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3064,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Man driving car plastered with Kefauver posters,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3086,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,"Man showing proximity of Andrew Taylor's sign to road by Crockett's Mill, Tennessee",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3094,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,FERREL MEADOR GREGORY A,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Hammer-holding toddler stands with Estes Kefauver campaign poster tacked to tree,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3100,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,"News clipping titled, “Senator Here for Sugar Bowl Tilt” caption: “Two Poses in the Famous Coonskin Cap” instructions to cut other two out of picture. Credit: Kefauver Library",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,Coonskin Caps,,Estes Kefauver and others pose with coonskin caps in New Orleans,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1948,,1948,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3102,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,No.5 August 7 1948,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Nancy, 1912-1967",naf,http://id.loc.gov/authorities/names/no2008122950,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes and Nancy Kefauver with MC at a dinner,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3108,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,Coonskin Caps,,Estes Kefauver and others look on as results are tallied on board,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1948,,1948,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3110,zxx,"Fox, Ernest",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Rockwood (Tenn.),http://id.loc.gov/authorities/names/n84112173,,,Estes Kefauver Image Collection,,"Ernest Fox, Kirby Sales and Service, Rockwood, TN; II.2",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Rockwood (Tenn.),"35.86563N, 84.68494W",http://id.loc.gov/authorities/names/n84112173,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver at campaign event in Rockwood,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3112,zxx,Hub & Betty's,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,A ,raccoon appears to play piano below Kefauver campaign poster,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3114,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Board on truck says Young Democrats Urge You to Vote for Kefauver,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1952,,1952,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3126,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Boston (Mass.),http://id.loc.gov/authorities/names/n79045553,,,Estes Kefauver Image Collection,,"College girls hope to ""Kefauverize"" the country. ""Young people are idealists,"" says Boston University co-eds. ""That's why we want Sen. Kefauver, who gives us a sure guarantee of honest government",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Boston (Mass.),"42.35843N, 71.05977W",http://id.loc.gov/authorities/names/n79045553,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,"Boston University students pose with sign “Kefauver, He's Our Man”",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1952,,1952,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3231,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Coonskin cap wearing Kefauver backers celebrate headline putting him ahead of Truman,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,5/26/1952,,1952-05-26,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3346,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Saulico (Calif.),,California,http://id.loc.gov/authorities/names/n79041717,Estes Kefauver Image Collection,,Senator Kefauver and Mrs. Annette latimer delegate from Imperial County California in front of D Anza hotel saulico calif 5/26/1952,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,California,"37.25022N, 119.75126W",http://id.loc.gov/authorities/names/n79041717,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Senator Kefauver and Imperial County California Delegate,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1952,,1952,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3386,zxx,Carroll Photo Services,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,California,http://id.loc.gov/authorities/names/n79041717,,,Estes Kefauver Image Collection,,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,California,"37.25022N, 119.75126W",http://id.loc.gov/authorities/names/n79041717,"Kefauver, Nancy, 1912-1967",naf,http://id.loc.gov/authorities/names/no2008122950,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Band plays in front of Kefauver campaign bus,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1952,,1952,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3407,zxx,Carroll Photo Services,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,California,http://id.loc.gov/authorities/names/n79041717,,,Estes Kefauver Image Collection,,Carroll Photo,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,California,"37.25022N, 119.75126W",http://id.loc.gov/authorities/names/n79041717,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Kefauver for President bus outside of KTTV studios in Los Angeles,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,1952,,1952,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3427,zxx,Carroll Photo Services,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,California,http://id.loc.gov/authorities/names/n79041717,,,Estes Kefauver Image Collection,,Carroll Photo,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,California,"37.25022N, 119.75126W",http://id.loc.gov/authorities/names/n79041717,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Kefauver exits campaign bus with young man in coonskin cap and Estes Kefauver with coonskin cap tie,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3692,zxx,"Morley, Larry",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,"Larry Morley, compliments of Edward J. Cronin",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,"Kefauver and Edward Cronin, Secretary of Massachusetts",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3730,zxx,"Levitz, Sam",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Tucson (Ariz.),http://id.loc.gov/authorities/names/n79064631,,,Estes Kefauver Image Collection,,"John Molloy, Estes Kefauver and Frank Minarik; Sam Levitz, Tuscon, Arizona",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Arizona,"34.5003N, 111.50098W",http://id.loc.gov/authorities/names/n79034873,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,"John Molloy, Estes Kefauver and Frank Minarik",,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3732,zxx,"Russell, Reginald",,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Tucson (Ariz.),http://id.loc.gov/authorities/names/n79064631,,,Estes Kefauver Image Collection,,"Reginald Russell, Tuscon",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Arizona,"34.5003N, 111.50098W",http://id.loc.gov/authorities/names/n79034873,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes and Nancy Kefauver hold giant dice in front of crowd in western wear,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,3/8/1952,,1952-03-08,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3778,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Lincoln (N.H.),http://id.loc.gov/authorities/names/n99044828,,,Estes Kefauver Image Collection,,Taken March 8 1952 Lincoln NH Best Wishes DJ Walsh,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New Hampshire,"43.66702N, 71.4998W",http://id.loc.gov/authorities/names/n79007325,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver and unidentified group in front of machine room in Lincoln New Hampshire,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,2/1/1952,,1952-02-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3784,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Laconia (N.H.),http://id.loc.gov/authorities/names/n82056085,,,Estes Kefauver Image Collection,,"Chas. Aldridge and Dog Snow Team Laconia, NH Feb 1952 During Pres. Primary",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New Hampshire,"43.66702N, 71.4998W",http://id.loc.gov/authorities/names/n79007325,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Man pulled by dog sled team during NH primary,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,3/10/1952,,1952-03-10,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3786,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Manchester (N.H.),http://id.loc.gov/authorities/names/n81042707,,,Estes Kefauver Image Collection,,"Billy Morris, chosen as Mr. Central by the students at central high in Manchester. Taken in front of Nick Kloac's Clover Farm Store in Manchester, New Hampshire",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New Hampshire,"43.66702N, 71.4998W",http://id.loc.gov/authorities/names/n79007325,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver and Mr. Central High School in Manchester New Hampshire,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,4/20/1952,,1952-04-20,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3788,zxx,unknown,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New Mexico,http://id.loc.gov/authorities/names/n79005595,,,Estes Kefauver Image Collection,,Dear Estes the girl with white pants in this picture of the Albuquerque Junior Kefauver club is my little “sister Jere” whose little speech in Oklahoma City in 1948 gave senator Kerr his name of Bob “billboard” Kerr. I have made an arrow pointing to my son “Huck Finn” best wishes Bob La Follette,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New Mexico,"34.50034N, 106.00085W",http://id.loc.gov/authorities/names/n79005595,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,Coonskin Caps,,Coonskin-capped Albuquerque Junior Kefauver Club,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,5/25/1952,,1952-05-25,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3800,zxx,Austin-Albuquerque Studios,,,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Albuquerque (N.M.),http://id.loc.gov/authorities/names/n79079329,,,Estes Kefauver Image Collection,,To Senator Kefauver with kindest regards Robert LaFollette. Kefauver Rally Albuquerque NM May 25 1952,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New Mexico,"34.50034N, 106.00085W",http://id.loc.gov/authorities/names/n79005595,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver and others at Kefauver rally in Albuquerque,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3838,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),"43.00035N, 75.4999W",http://id.loc.gov/authorities/names/n80126293,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver at the Algonquin Hotel,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3844,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),"43.00035N, 75.4999W",http://id.loc.gov/authorities/names/n80126293,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,Estes Kefauver and woman at the Algonquin Hotel,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3846,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),"43.00035N, 75.4999W",http://id.loc.gov/authorities/names/n80126293,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,Estes Kefauver greets supporters at the Algonquin Hotel,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
Estes Kefauver Papers,4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3848,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),"43.00035N, 75.4999W",http://id.loc.gov/authorities/names/n80126293,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Robert Cooke",,,,,,,,,,,Estes Kefauver and father at Algonquin Hotel,,reformatted digital,still image,eng,Created and edited in general conformance to MODS Guidelines (Version 3.6).
