dc:identifier;dc:title;dc:date;dc:creator;dc:contributor;dc:description;dc:subject1;dc:subject2;dc:subject3;dc:coverage;dc:rights;dc:publisher;dc:source;dc:relation;dc:type;dc:format;dc:language
KDP_2596;Portrait of Kefauver children with unidentified woman;unknown;F. Clyde Wilkinson;;;Family;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2602;Kefauver Family Photograph;unknown;unknown;;All the family Join in friendship and in sendity(?) greetings and wishing you much happiness during this Holiday Season-Nancy and Estes kefauver;Family;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2610;Kefauver family play football in front of capital;unknown;Don Cravens;;Don Cravens;Kefauver, Estes, 1903-1963;Family;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2644;Estes Kefauver on “Big Eli” ferris wheel;unknown;Emerson Humphrey;;Photo by Emerson Humphrey, Southern Pines, NC;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2712;Babbie, Mrs. Kefauver and Diane;unknown;unknown;;Babbie, Mrs. Kefauver and Diane;Kefauver, Nancy, 1912-1967;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2714;Nancy Kefauver and girls shopping at supermarket;unknown;Don Cravens;;;Kefauver, Nancy, 1912-1967;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2754;Estes with wife, Nancy, and Robert Cooke Kefauver, the Senator's father;unknown;unknown;;;Kefauver, Estes, 1903-1963;Kefauver, Nancy, 1912-1967;Kefauver, Robert Cooke;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2774;Views of Estes Kefauver's Hometown, Madisonvillle, TN, postcard;unknown;unknown;;;;;;Madisonville (Tenn.);The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2794;Kefauver family home in Madisonville, TN;unknown;unknown;;BB—The Kefauver family home in Madisonville, TN Credit: Kefauver Library;;;;Madisonville (Tenn.);The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2800;Estes Kefauver, Robert Cooke Kefauver, reads his son's book, Crime in America;unknown;unknown;;;Kefauver, Robert Cooke;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2862;Car with “Go All the Way with Estes” and “You'll Love Nancy” Campaign Slogans;unknown;unknown;;;;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2872;Estes Kefauver with unidentified group;unknown;unknown;;;Kefauver, Estes, 1903-1963;Coonskin Cap;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2892;Estes Kefauver signs autographs in Chamberlain, South Dakota;unknown;unknown;;"Signing autographs at Chamberlion South Dakota; hour(?) Carl Sprink,Mitchell SD. Film processed 1960.";Kefauver, Estes, 1903-1963;;;South Dakota;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2894;Estes Kefauver and unidentified man chat at San Francisco Airport;1956-09;unknown;;Photo taken at S. S. Airport just before the departure of Estes and Adlai for more campaigns of 1956. From Lester o. Wister 1948–48th Ave., Oakland, CA September 1956.;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2896;Estes Kefauver speaking from podium draped with “Live Better Electrically” banner;1956-09;unknown;;;Kefauver, Estes, 1903-1963;;;Virginia;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2960;Estes Kefauver boosters hold up campaign material;unknown;unknown;;;;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2972;Estes Kefauver with group of men;unknown;unknown;;L to R:H. Paul Samthe, Lepold Carrigan, Sen. Kefauver, Albert J. Farneau;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2984;Estes Kefauver at Democratic National Convention;unknown;unknown;;;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_2996;Estes Kefauver receives applause at demo rally;unknown;unknown;;demo rally;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3001;Senator Kefauver receives Oregon gold nugget;1952-05-15;unknown;;"May 15, 1952 grants pass Oregon Elwood Hussey of Cave Junction giving Sen. keep offer Oregon gold nugget( in center, Jack Snodgrass, Democratic committee chairman; regal, State Sen. Jack Bain, Kefauver state campaign manager)";Kefauver, Estes, 1903-1963;Coonskin Cap;;Oregon;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3003;Estes Kefauver with unidentified group of men in office;unknown;Bob Sherrill;;Bob Sherrill;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3009;Estes Kefauver with girl in front of plane;1956-10;unknown;;Michigan Oct 1956;Kefauver, Estes, 1903-1963;;;Michigan;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3011;Estes Kefauver possibly being roasted at formal event;unknown;unknown;;;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3019;Estes Kefauver and man in cowboy hat, possibly in Florida;1956;unknown;;Taken during 1956 campaign possibly in florida – Picture sent by Mrs Jeanine Zurmuhler, West Palm Beach Florida;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3030;Tennessee Senators and other stakeholders meet after appearing before House Appropriations Board at TVA's request.;1954-02-05;unknown;;Taken on steps of capital – February 10, 1954 group has appeared before the independent officers subcommittee of the House appropriations committee on behalf of TVA's Appropriation request.;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3032;Estes Kefauver and Cleo Butler, candidate for Montana State Senate;1956-03-21;unknown;;Cleo Butler (candidate for State Senate) Bozeman, Montana. Photo taken at Great Falls, Montana, March 21, 1956;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3034;Estes Kefauver greets policeman;unknown;unknown;;Cop-- Frank Mazar; Richard LaRoche formerly of Franklin getting out of car;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;
KDP_3042;Wig-wearing Estes Kefauver greets mayor of Grants Pass Oregon;1952-05;unknown;;May 1952 – Grants Pass, Ore.Mayor Murrie Nulbank greeting Sen Kefauver;Kefauver, Estes, 1903-1963;;;Oregon;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3044;Estes Kefauver with Ruth Bon Fleur;unknown;unknown;;Ruth Bon Fleur;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3046;Estes Kefauver with Grant's Pass Cavemen, A Local Booster Group;1952-05-15;unknown;;May 15, 1952 – Grant's Pass, Oregon. Kefauver speaking from courthouse steps with officials from state campaign committee. Cavemen wearing hat of Oregon coonskin given to Sen. at Medford;Kefauver, Estes, 1903-1963;Coonskin Cap;;Oregon;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3064;Man driving car plastered with Kefauver posters;unknown;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3086;Man showing proximity of Andrew Taylor's sign to road by Crockett's Mill, Tennessee;unknown;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3094;Hammer-holding toddler stands with Estes Kefauver campaign poster tacked to tree;unknown;unknown;;FERREL MEADOR GREGORY A;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3100;Estes Kefauver and others pose with coonskin caps in New Orleans;unknown;unknown;;News clipping titled, “Senator Here for Sugar Bowl Tilt” caption: “Two Poses in the Famous Coonskin Cap” instructions to cut other two out of picture. Credit: Kefauver Library;Kefauver, Estes, 1903-1963;Coonskin Cap;Campaign;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3102;Estes and Nancy Kefauver with MC at a dinner;1948;unknown;;No.5 August 7 1948;Kefauver, Estes, 1903-1963;Kefauver, Nancy, 1912-1967;Campaign;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3108;Estes Kefauver and others look on as results are tallied on board;unknown;unknown;;;Kefauver, Estes, 1903-1963;Coonskin Cap;Campaign;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3110;Estes Kefauver at campaign event in Rockwood;1948;Ernest Fox, Rockwood, Tennessee;;"Ernest Fox, Kirby Sales and Service, Rockwood, TN; II.2";Kefauver, Estes, 1903-1963;Campaign;;Rockwood (Tenn.);The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3112;A raccoon appears to play piano below Kefauver campaign poster;unknown;Hub & Betty's;;;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3114;Board on truck says Young Democrats Urge You to Vote for Kefauver;unknown;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3126;Boston University students pose with sign “Kefauver, He's Our Man”;1952;unknown;;"College girls hope to ""Kefauverize"" the country. ""Young people are idealists,"" says Boston University co-eds. ""That's why we want Sen. Kefauver, who gives us a sure guarantee of honest government";;Campaign;;Boston (Mass.);The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3231;Coonskin cap wearing Kefauver backers celebrate headline putting him ahead of Truman;1952;unknown;;;;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3346;Senator Kefauver and Imperial County California Delegate;1952-05-26;unknown;;Senator Kefauver and Mrs. Annette latimer delegate from Imperial County California in front of D Anza hotel saulico calif 5/26/1952;;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3386;Band plays in front of Kefauver campaign bus;1952;Carroll Photo Services;;;Kefauver, Nancy, 1912-1967;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3407;Kefauver for President bus outside of KTTV studios in Los Angeles;1952;Carroll Photo Services;;Carroll Photo;;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3427;Kefauver exits campaign bus with young man in coonskin cap and Estes Kefauver with coonskin cap tie;1952;Carroll Photo Services;;Carroll Photo;Kefauver, Estes, 1903-1963;Campaign;;California;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3692;Kefauver and Edward Cronin, Secretary of Massachusetts;unknown;Larry Morley;;Larry Morley, compliments of Edward J.  Cronin;Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3730;John Molloy, Estes Kefauver and Frank Minarik;unknown;Sam Levitz;;"John Molloy, Estes Kefauver and Frank Minarik; Sam Levitz, Tuscon, Arizona";Kefauver, Estes, 1903-1963;Campaign;;Arizona;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3732;Estes and Nancy Kefauver hold giant dice in front of crowd in western wear;unknown;Reginald Russell;;Reginald Russell, Tuscon;Kefauver, Estes, 1903-1963;Campaign;;Arizona;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3778;Estes Kefauver and unidentified group in front of machine room in Lincoln New Hampshire;1952-03-08;unknown;;Taken March 8 1952 Lincoln NH Best Wishes DJ Walsh;Kefauver, Estes, 1903-1963;Campaign;;New Hampshire;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3784;Man pulled by dog sled team during NH primary;1952-02;unknown;;Chas. Aldridge and Dog Snow Team Laconia, NH Feb 1952 During Pres. Primary;;Campaign;;New Hampshire;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3786;Estes Kefauver and Mr. Central High School in Manchester New Hampshire;1952-03-10;unknown;;Billy Morris, chosen as Mr. Central by the students at central high in Manchester. Taken in front of Nick Kloac's Clover Farm Store in Manchester, New Hampshire;Kefauver, Estes, 1903-1963;Campaign;;New Hampshire;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3788;Coonskin-capped Albuquerque Junior Kefauver Club;1952-04-20;unknown;;Dear Estes the girl with white pants in this picture of the Albuquerque Junior Kefauver club is my little “sister Jere” whose little speech in Oklahoma City in 1948 gave senator Kerr his name of Bob “billboard” Kerr. I have made an arrow pointing to my son “Huck Finn” best wishes Bob La Follette;Campaign;Coonskin Cap;;New Mexico;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3800;Estes Kefauver and others at Kefauver rally in Albuquerque;1952-05-25;Austin-Albuquerque Studios;;To Senator Kefauver with kindest regards Robert LaFollette. Kefauver Rally Albuquerque NM May 25 1952;Kefauver, Estes, 1903-1963;Campaign;;New Mexico;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3838;Estes Kefauver at the Algonquin Hotel;1952-04-04;Algonquin Hotel;;"Ben Bodne Stamp, Algonquin Hotel; April 4 1952";Kefauver, Estes, 1903-1963;;;New York;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3844;Estes Kefauver and woman at the Algonquin Hotel;1952-04-04;Algonquin Hotel;;"Ben Bodne Stamp, Algonquin Hotel; April 4 1952";Kefauver, Estes, 1903-1963;Coonskin Cap;;New York;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3846;Estes Kefauver greets supporters at the Algonquin Hotel;1952-04-04;Algonquin Hotel;;"Ben Bodne Stamp, Algonquin Hotel; April 4 1952";Kefauver, Estes, 1903-1963;Coonskin Cap;;New York;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3848;Estes Kefauver and father at Algonquin Hotel;1952-04-04;Algonquin Hotel;;"Ben Bodne Stamp, Algonquin Hotel; April 4 1952";Kefauver, Estes, 1903-1963;Kefauver, Robert Cooke;;New York;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3948;Estes Kefauver in “pokey”;1956;unknown;;Back unavailable (glued to envelope);Kefauver, Estes, 1903-1963;;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3971;Estes Kefauver in convertible with Mike DiSalle and MikeTeigham, among others;1956;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;Ohio;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3975;Estes Kefauver and others outside the “Kefauver Mainstreeter” airline;1956;unknown;;Camp. '56 Cleveland Ohio. “Campaign Smile”;Kefauver, Estes, 1903-1963;Campaign;;Ohio;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_3987;Estes Kefauver in cockpit;1956-02-15;unknown;;Camp. '56 Cleveland Ohio. 2/15/1956;Kefauver, Estes, 1903-1963;Campaign;;Ohio;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4002;Supporters gather under “Kefauver for President” banner;1956;unknown;;1956 Campaign;;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4006;Supporters pin “Adlai” button to Kefauver's lapel;1956;unknown;;"1956 Campaign, ""A Natural Course of Events”";Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4030;Estes and Nancy Kefauver with Paul Butler;unknown;unknown;;Senator Kefauver, Nancy Kefauver and Paul Butler;Kefauver, Estes, 1903-1963;Kefauver, Nancy, 1912-1967;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4040;Estes Kefauver talks to press on plane;1956-09;unknown;;;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4042;Adlai Stevenson, John Sparkman, John Folsom and Estes Kefauver at Knoxville Regional Meeting;1956;Joe Rudis, Tennessean;;Stevenson, Sparkman, Folsom, Kefauver;Kefauver, Estes, 1903-1963;Stevenson, Adlai E. (Adlai Ewing),1900-1965;Sparkman, John, 1899-1985;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4052;Welcome Home, Kefauver ceremony;1956-08-22;unknown;;Sen. Kefauver (At Ceremony) Crowd shot from behind platform for Hometown Boy. 08/22/1956. UTK Library stamp;;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4058;Estes Kefauver with dog beside jet;unknown;unknown;;Sen. Kefauver;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4068;Estes Kefauver in crowd of supporters;1956;unknown;;Howdy folks;Kefauver, Estes, 1903-1963;Campaign;;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
KDP_4094;Estes and Nancy Kefauver at convention;unknown;unknown;;Happy after results (?);Kefauver, Estes, 1903-1963;Kefauver, Nancy, 1912-1967;Campaign;;The copyright interests for this photograph remain with the creator. For more information, contact Special Collections at special@utk.edu. ;The University of Tennessee Libraries, Knoxville ;Estes Kefauver Papers, MPA.144. The University of Tennessee Libraries, Special Collections, Knoxville;;;;
